cat,crab,seagull,squirrel,rubber duck,dishware,plate of food,bath towel,garden fence,grocery shelves,shopping cart,tree
0.019636344,0.01890839,0.0012848811,0.013806577,0.010762414,-0.0319292,-0.014591405,-0.017271258,0.0026536342,0.0030902757,-0.0023358485,0.01582946
-0.0031236983,-0.024928663,-0.002677596,-0.01310374,0.007831864,-0.0011076888,-0.001709549,0.0022446583,0.010530126,-0.011484565,-0.0477088,0.023713725
-0.0059025916,0.0154807,-0.005308741,-0.016046125,0.0024074663,-0.018116351,0.011004554,-0.037528668,-0.020553794,-0.003480559,0.01387295,-0.0076649194
-0.003775321,-0.028967107,-0.014545949,-0.029161777,0.019861197,-0.011302474,0.042627398,0.019517599,-0.024127144,0.00608458,0.008604261,-0.013696931
-0.02323634,0.002706318,-0.00988753,-0.02468268,0.011651817,0.030587249,-0.012663778,-0.012536459,0.0020768335,-0.008503057,-0.0049149157,-0.002389956
0.021097383,-0.013660908,0.016457096,0.043885615,-0.061375193,0.019099677,-0.0048770183,-0.019490696,0.012155016,0.014421287,0.031182552,-0.01686526
-0.032703865,-0.008550531,-0.052158378,-0.027684629,-0.013206672,0.012424624,-0.011687764,0.0319599,0.0053072684,0.00065780326,0.026204461,-0.013916276
0.011968819,-0.11417328,-0.11934049,-0.11007141,-0.121214725,-0.11762903,-0.108727925,-0.10863137,-0.085535295,-0.06904815,-0.08581519,-0.112890005
-0.03478438,-0.0006333439,-0.04910585,-0.033450276,-0.04479007,-0.009937385,0.006642993,-0.02473664,-0.013111661,-0.0044594663,0.0008149411,-0.009901029
0.027233738,0.015555486,0.030976502,0.03104395,0.029356692,0.024455916,-0.0021030046,0.044953696,-0.029796671,0.026193766,-0.0006795124,0.0119543495
0.00060304324,0.026200026,0.02300012,-4.3694643e-05,0.006097848,-0.014958137,0.006886997,-0.05119502,-0.008033003,0.00772249,0.018509902,-0.013526329
-0.04647268,-0.0056120655,-0.018540777,-0.009124968,0.01168381,0.007033679,-0.015164813,-0.025530256,-0.023550343,0.009008505,-0.0009452369,0.024103673
0.023458418,-0.019095356,0.007326062,-0.016999124,-0.033835698,-0.0041039432,-0.019654475,0.016881175,-0.038631566,-0.008247133,0.015831336,-0.026297132
-0.007199993,0.013424085,0.03211788,-0.02195472,-0.024468176,-0.04446951,-0.020240083,-0.024602128,-0.024703944,0.0066540097,-0.0046811732,-0.009980237
0.03335841,-0.017125992,0.007418965,0.018500099,-0.0077102906,0.010567871,0.009235529,0.0026666876,0.012316802,0.020345915,0.012457859,0.015025192
0.042381775,0.025676524,0.0080626495,0.024920931,0.0054835845,0.02554336,0.00572493,0.041025963,0.029402759,0.03588047,0.066711456,0.038263667
0.016386997,0.041954942,0.019230913,0.02692223,0.020462664,0.029083338,0.04921549,0.012993798,0.027587947,0.024990926,0.018939482,0.016743401
-0.020781798,-0.0003412111,0.015926221,0.0053784894,0.01497268,0.014414415,0.006191587,0.027265452,-0.0013716598,0.005278421,-0.013203309,0.02293383
-0.007638304,0.002329272,-0.024035323,0.010727198,0.01908057,0.00080184516,-0.029378012,-0.025247782,-0.024633603,-0.028202765,-0.06453828,-0.039043564
0.007544798,-0.014807627,-0.042974256,-0.010828454,-0.0063569904,-0.0007327954,0.022460515,0.046971366,-0.018148115,0.019795679,0.002954951,-0.010266605
0.039296065,0.005848888,0.053777542,0.062326152,0.0077550807,-0.01987477,-0.020898893,-0.038873784,0.075124756,0.01658384,0.023702782,0.048280463
0.02936101,-0.02322105,0.023769885,-0.04686374,0.016623514,0.004430755,0.0355757,-0.026969528,0.024788354,0.0141397705,-0.022489846,-0.02204426
0.02385582,-0.0065500066,-0.001257508,0.009970754,-0.018376727,0.0037858083,-0.009564934,0.029162062,-0.0101221455,0.011132671,0.0074355477,0.02751572
0.009718821,0.024367768,0.045787886,0.025468905,0.07688536,0.0139169665,-0.0004861006,0.026337324,-0.03978517,-0.017901845,-0.05058952,0.0119726285
-0.018783098,-0.01096238,-0.055794865,-0.035642173,-0.06024904,-0.0014453458,0.015604019,0.018629823,-0.015840912,-0.024351116,-0.009469741,-0.009651219
0.034971394,0.012308528,0.045336645,0.030638926,-0.03444996,-0.0074154413,-0.013627592,0.023647096,-0.03548027,0.0104352785,0.026861468,0.03994532
0.03375581,-0.008706336,0.02938388,0.0019164219,-0.005544371,-0.014298729,-0.026669575,-0.034085177,-0.03047195,0.0057518794,-0.013064327,0.0012795175
0.06049864,-0.0029727432,0.010458219,0.03218755,-0.014051285,-0.004786488,0.0071493005,0.026902271,0.050758447,-0.013333612,0.0017988718,0.014842404
-0.0006245935,-0.018359961,-0.03392285,-0.034546223,-0.0046389718,0.04208639,0.046067845,0.008945005,-0.019118827,-0.026308931,-0.026684582,-0.0043412205
0.00028873753,0.023482801,0.0278178,0.006117064,0.008311757,0.010105129,0.018288057,0.012334691,0.07416811,0.03994965,-0.0008575833,0.013441027
0.010770769,-0.022734942,0.044965032,0.038858544,0.008650882,-0.034266047,-0.011998869,-0.031421855,-0.013463369,0.0059566186,-0.030121231,0.00491091
-0.0011914761,0.006643489,0.0037758418,-0.041526943,0.033579756,-0.024479054,-0.012639377,-0.03930422,-0.025857545,-0.010889543,-0.0143151665,0.010187397
0.01643375,-0.019918002,-0.023676982,0.010506817,-0.048501246,-0.02915275,-0.019825278,0.055580094,0.0028927953,-0.01451086,0.005063374,-0.015378582
0.016807776,0.02183751,0.008049378,0.024492081,0.100432135,0.0020172661,-0.012395374,0.016598701,0.030078037,0.015675312,-0.015919778,0.026224017
-0.008725316,-0.013586122,0.008560345,0.014021002,0.011306293,-0.011047966,-0.063294485,-0.010431356,-0.03967262,-0.06746142,-0.034998246,-0.0057334574
0.01560388,-0.01746253,0.014041618,0.03256875,0.036702264,-0.016959496,-0.01916647,0.036398772,0.0434992,-0.024965333,-0.006273151,0.019521782
0.016761022,-0.003907568,-0.030684521,0.0038536908,0.0076143118,-0.0037973768,0.019605676,0.0066717635,-0.0030000661,0.01213717,-0.040052142,0.022592625
0.03081036,0.012140259,0.019337088,0.003323585,0.011223112,-0.0021170448,0.013749593,0.02415824,-0.02847425,-0.015739292,0.03029812,0.06166056
0.0346675,0.05038083,0.014877746,-0.0333788,-0.029331097,-0.009642387,-0.02703558,0.0016578524,-0.00093554234,0.03265583,0.009937227,-0.04162697
0.018455826,-0.0013009646,0.018182436,0.012841665,0.015036667,-0.0046505574,-0.00426396,0.035968337,0.026195185,-0.007325809,0.003544046,-0.0022650508
-0.00015925309,0.010264377,-0.025070528,-0.016582187,0.033375002,-0.0021980247,-0.010083442,-0.026310422,0.004473721,0.00608458,0.020291401,0.0052368827
-0.00183068,0.0017465645,0.0030973183,0.026683979,0.014447997,0.01153963,0.018214855,0.03421969,0.0043330383,-0.002036191,0.043412983,-0.0062087066
0.02234803,-0.01902057,-0.0018663541,0.019500747,0.020948956,0.016311657,0.025083551,-0.027655534,0.060099803,0.039821688,-0.0040620705,-0.03594835
0.026228545,-0.0050574024,0.02887955,0.019107636,-0.0031145096,-0.03271586,0.007997212,-0.010007645,-0.008799725,-0.03905392,-0.024915718,0.007116555
0.016702581,0.043749806,0.024937809,0.013353902,0.03414283,-0.009301115,0.023277927,-0.0065271636,0.051771365,0.033142086,0.02353853,0.044746555
0.022242835,0.020354254,0.012966599,0.013413465,0.027949004,-0.00044249708,-0.0012360299,0.02781695,-0.0054198145,-0.002965513,0.0163999,0.0068362798
-0.006399344,0.011417328,-0.0140018035,0.01683235,0.046760835,0.0017960175,0.038601343,-0.01172939,-0.0003881973,-0.008272726,0.017157983,-0.033925496
-0.022301277,-0.014845019,-0.020345747,-0.007129626,-0.041437212,0.002958657,0.01998388,-0.029646304,-0.01669908,-0.010838359,0.0041663074,0.030342845
-0.019472707,-0.024392698,-0.039231595,0.009964799,0.008650882,0.025520224,0.017336443,0.055849116,0.036380637,0.010422483,0.0017151666,0.006824094
-0.0026532442,0.04053401,0.007578227,0.017320761,0.02733474,-0.0100819925,0.01067515,-0.01012198,-0.00809631,-0.025861066,-0.016715767,0.017206464
0.00982986,-0.007621939,-0.034586444,0.025278306,0.009047594,0.005853687,-0.0041541583,0.03330501,-0.008581666,0.0237369,0.025042064,0.0012939883
0.0011030834,-0.0350497,-0.012024297,-0.037309922,-0.024980063,0.009318468,-0.021996908,-0.026835017,0.0077234996,-0.07780073,-0.04604101,-0.0012383902
0.02489608,0.024816485,-0.005998877,-0.008183882,-0.0016412361,-0.006894856,-0.00047885673,-0.011520898,0.045806404,0.020537857,0.010935372,0.009090668
0.00763246,-0.041107368,-0.039815556,-0.05212906,0.007627109,-0.021598484,-0.008149714,-0.017257808,0.016248893,-0.011222243,-0.033355728,-0.04189506
-0.00808246,0.03150983,0.020053767,0.000733735,0.00019275726,0.022720633,0.0212527,0.009032438,-0.030359404,-0.016238343,-0.027846979,-0.0063975877
-0.029711658,0.029989183,0.010046791,-0.022931544,0.00852291,0.0071435804,0.020813493,-0.02141421,0.006707065,0.016174363,-0.008522135,0.014086879
-5.8532816e-05,-0.009902911,-0.005663763,-0.004205109,0.010954372,-0.014414415,-0.0007575544,-3.052777e-05,-0.021468235,-0.031504177,0.0136202555,0.0114120785
0.029314257,0.035348844,0.028348675,0.041836668,-0.016713094,-0.007889751,0.0062891883,-0.008077407,-0.0049485266,0.0047793705,0.034012735,-0.012807362
0.0016611996,-0.039462075,-0.003749298,-0.0036779814,0.016162816,-0.025450813,-0.019739877,-0.00367216,-0.0415015,0.00996182,0.0007126786,0.017986361
-0.00880129,0.026798313,-0.0017668152,0.04390944,0.028665645,0.003994042,0.027645588,0.010142157,0.014912404,0.05172213,0.050564248,0.001742581
0.019168813,0.02016729,0.04063841,0.03161575,0.036292754,-0.031188814,0.008100914,0.029861521,0.01195806,-0.027562955,-0.00016484394,0.005020583
0.0011198852,-0.040932864,-0.00802947,-0.01262724,-0.036651075,-0.032553904,-0.019849679,0.024938406,-0.014602901,0.014971522,0.022489846,-0.02944109
-0.013009078,0.029939326,0.009296932,-0.026183655,-0.025223209,0.017618904,0.0019642275,-0.016679408,0.023592548,0.021919845,0.016703133,0.0037014615
0.012518169,0.0348752,0.005182658,-0.004083006,-0.0071920054,-0.029684901,-0.008247316,-0.0025977506,-0.008497257,-0.017134076,-0.030323388,-0.026589593
0.0040733726,0.009105194,0.004565517,0.003761369,-0.008196583,-0.014842451,-0.007637307,-0.047052074,-0.03714033,-0.026232153,-0.03780316,-0.00016317656
-0.032423344,-0.004695937,-0.03822293,0.013079915,0.011523846,0.00013900337,-0.028353198,0.017378867,-0.027953723,0.0013715897,0.010594234,-0.025907185
0.0073285643,-0.0076717963,0.0021765837,-0.010995229,-0.0069616567,0.032530766,0.0033641972,0.015858889,0.032357104,0.02122885,0.008541088,-0.027247632
0.017193489,0.04437302,0.02086335,0.002424192,0.032965492,-0.002981794,0.033184465,0.019867327,-0.023592548,0.0119580235,0.001937854,-0.015975691
-0.040651906,-0.014134552,-0.027631994,-0.014723838,-0.009092384,-0.03241508,-0.028206795,-0.02770934,-0.004051672,0.011945227,0.003929406,0.02529789
0.0062590847,-0.021762723,0.035674736,0.037190795,0.00712802,0.022547105,9.235911e-05,-0.005155148,-0.018485753,0.015432185,0.015376485,-0.031293344
0.007877914,0.015044449,-0.024141498,-0.017535187,-0.04632573,0.035307217,-0.002914316,0.02795146,0.027447265,0.008061589,0.018712057,0.022482952
-0.022231147,-0.06097551,-0.007956475,-0.011757628,-0.0022778949,-0.0014048559,-0.012474675,-0.008702885,-0.0110717565,-0.022150176,-0.035124592,-0.005727364
0.006270773,-0.01899564,-0.02179238,0.0132586025,-0.016725892,-0.005038104,-0.019861879,-0.004465777,0.006949743,0.03536862,0.027013086,-0.003808088
0.0033691525,0.0015759589,0.005073165,0.014688102,0.0031640986,-0.022466125,0.025303155,0.022355787,-0.015376658,-0.0064780624,-0.005053898,0.0331456
-0.014189596,-0.02856825,-0.0029131714,-0.012305603,-0.012861148,0.0044712448,-0.024839548,0.032740064,0.03311679,0.03698094,0.007056505,-0.052155573
-0.004570125,-0.011155577,0.021765836,-0.016034212,-0.02115371,0.028713142,0.026474372,0.007398125,-0.034889396,-0.0026983928,-0.034821358,-0.0070068818
0.029992178,0.009691018,0.026105732,-0.002622237,0.036958206,-0.006848582,0.0011818915,0.008992084,-0.0043049017,-0.0324255,0.0034176987,0.02204426
0.022663614,0.010781647,0.03102959,-0.012234128,0.016623514,0.0015805532,-0.014530404,-0.03053408,0.0010938108,-0.014357306,0.0054234643,0.024517994
-0.019122059,-0.0097907325,0.017518844,0.006188539,0.021499233,-0.003823406,0.032525655,-0.0065675173,-0.008293266,-0.027870065,-0.023677513,-0.028393105
0.0074279145,-0.014234267,-0.029649315,-0.01050086,-0.0095594805,0.001490897,-0.020776892,0.013989181,-0.05686409,0.008752582,0.012729506,-0.046428207
-0.00997012,-0.01314987,-0.033073455,0.04965126,0.022215875,0.000493471,-0.016189627,-0.032605555,-0.023029815,-0.01992364,-0.03507405,-0.007226228
-0.029267503,0.005864468,0.008089193,0.05093781,0.026438938,-0.01645048,0.016677635,0.020391922,-0.0046706772,0.0030470886,0.010682677,0.046696298
-0.037519444,-0.005300457,0.019443262,-0.027613154,0.0005606757,0.013118736,-0.0022890572,0.0071963575,0.008595735,-0.009750684,-0.0061657554,-0.026857683
0.055355787,0.02016729,0.028189413,0.03873942,0.025146425,0.012864228,0.005282674,0.0019756355,0.039475664,0.018528858,0.007125996,0.03109837
-0.0029542178,9.338511e-05,0.008507256,0.005971136,0.055539686,-0.04532558,-0.035234094,0.0027406688,0.008244027,0.01293693,-0.0026896214,-0.00064775575
-0.0011607943,-0.0061137546,-0.006599428,-0.015772138,-0.020820985,-0.009040822,0.026645174,0.013814316,-0.02241081,0.0054639657,-0.030146502,0.0027661952
0.006749993,-0.003262539,-0.02473873,0.009547861,0.014294431,-0.019909477,0.00783861,-0.0034838442,-0.04076995,0.014562044,0.0071133617,0.0012597155
-0.0178831,-0.031410117,-0.051786765,0.00051633205,-0.05738248,-0.0032044887,0.016397031,-0.0047583394,-0.00044974615,0.020589042,-0.00045169215,-0.022214862
0.001029301,-0.012271135,-0.054945465,-0.00042996646,-0.009757836,-0.017121455,0.02071589,-0.06661002,-0.012914704,-0.0057422826,-0.00055434945,0.02541975
0.021167511,-0.015318664,-0.012004389,-0.012698716,-0.059276458,0.040096596,0.022289712,-0.008252271,0.0068020257,0.009712295,0.0013929807,-0.0060533364
0.022336341,0.0066995784,-0.005567542,-0.029805051,0.012317269,-0.007814556,0.012663778,0.009193852,-0.008525393,0.016903745,0.0070438706,0.0261509
-0.011530508,-0.052998338,0.020239573,0.016081862,-0.013526601,-0.011065319,-0.025961965,0.0037226018,-0.022523357,-0.01277058,-0.0450555,-0.021130318
-0.11127262,-0.14727855,-0.14068162,-0.1400909,-0.15233743,-0.15316762,-0.12883382,-0.14462662,-0.12942842,-0.1347181,-0.14706843,-0.13521454
0.062275264,0.07483585,0.055794865,0.05222436,0.01763449,0.024085723,0.053924758,0.057732277,0.047635283,0.06459508,0.061152168,0.02722326
-0.007024668,0.0007833053,0.057334397,-0.0028977133,-0.002305089,-0.011823059,-0.016311629,0.014190949,-0.014145682,-2.5454887e-05,-0.026482426,-0.005763922
0.004643177,-0.01910782,-0.010597574,-0.013341989,-0.037777226,-0.011088456,0.025181154,0.04420043,0.014187886,-0.032323133,0.023892304,0.016974933
0.007205837,8.208931e-05,-0.0017535434,0.02635043,-0.00074103574,-0.026306884,-4.3558422e-05,-0.018562568,0.007498407,0.013794274,-0.0039104535,0.03563152
-0.01911037,-0.008270084,-0.043903284,0.00048208362,0.020501055,-0.004647665,0.0073079024,-0.014715543,0.0118033085,0.018298527,0.0052244673,-0.012539272
-0.01192791,0.0138603365,0.013470929,-0.035832774,0.00929074,0.04527931,0.013566591,0.00013461645,-0.106412664,-0.012706599,-0.0037367258,-0.032390073
0.016609075,0.00923607,-0.034745708,0.009047537,-0.013974502,0.024502192,0.010784951,-0.0060664625,0.01477172,0.023225054,0.01002567,-0.0030525634
0.0044970736,0.0035897275,0.034374095,0.025183005,0.04054141,0.00023082874,0.015445417,0.05708662,-0.010713015,0.013448778,0.00826944,0.018327566
-0.016141543,0.027695745,0.0015063551,0.027208129,-0.003707978,-0.007218776,0.032281652,0.029646304,-0.001506188,0.017825069,0.011377588,0.038263667
0.019718163,0.010432646,0.016788892,0.03275935,0.012310871,0.03458997,0.038796544,-0.0130207,0.05669527,0.050468106,0.015325946,0.02997727
0.023084393,0.0026767151,-0.035303123,-0.008785462,-0.015497364,0.0030425289,-2.7402728e-05,-0.00017192234,-0.047185097,-0.03874681,-0.031106742,0.0028286478
-0.0045818137,-0.025601737,-0.029914754,-0.0086306,-0.005355613,-0.00826573,-0.049459495,-0.009133321,0.020033266,-0.05476762,-0.026204461,-0.026638336
0.01595453,0.036670063,0.009529189,0.005482724,0.014486388,-0.04613538,-0.0015410341,0.018723981,0.00076540373,-0.012034801,0.026280269,-0.015366397
-0.02172855,0.0068865432,0.0071933437,0.020048723,0.014870304,0.004179139,0.003916255,0.027265452,0.00046249555,-0.01407579,-0.0019694408,0.014489013
0.026625948,-0.0067619,-0.010577666,0.010554467,0.018044,-0.0022153775,-0.003278796,-0.020701298,-0.006277981,-0.0021209656,0.008699022,0.035119712
-0.02908049,-0.045669314,-0.0354093,0.042837318,-0.01750652,-0.03458997,0.009711336,-0.029404184,-0.010298,-0.03140181,-0.03022231,-0.028417476
0.009788951,0.021239221,0.025083799,0.06680525,-0.0074095572,0.013165011,-0.042602997,-0.044065922,-0.051940184,0.0036693024,-0.020619905,9.4773786e-05
-0.008444797,0.03380327,0.0041408176,0.008952237,0.019618051,0.013546773,0.025986364,-0.08097584,-0.00475157,-0.019245444,-0.0028254448,-0.040578984
-0.03761295,0.0059859953,-0.009807899,0.009309611,-0.0028873598,0.04844909,-0.012590577,0.024064083,0.010298,0.01969331,0.025054699,-0.01129022
-0.010320769,-0.0009511843,-0.007876844,-0.0115312915,-0.0048373276,0.031952336,0.03699092,-0.0034636676,-0.042542554,0.030582853,0.0154017545,-0.017547669
0.013009078,-0.01162299,-0.008586888,-0.0055541988,0.021051332,-0.0169942,0.0022890572,0.022167472,0.018302865,-0.016391898,-0.03509932,0.028880538
-0.010203886,-0.01910782,0.0017916999,-0.005688214,0.021473639,-0.01197345,-0.023070524,0.0064027407,-0.0143848425,-2.7741703e-06,0.0041536726,-0.0030434239
0.016048037,-0.043301087,-0.031852443,-0.015212251,0.0062002256,-0.026839038,-0.06251368,-0.008272449,-0.033060517,-0.013372,0.016753672,0.0005270394
-0.0073811617,0.03322991,-0.05083119,-0.018476274,0.009853816,0.047130276,0.07608027,0.020432275,0.010480887,-0.017594738,-0.04222532,-0.016231595
0.028285686,0.085355744,0.022827584,-0.010363867,-0.032402415,0.024571601,0.01783665,0.02036502,-0.03860343,0.02684637,0.029565303,0.029562948
-0.0074863564,0.006799293,0.018381514,0.023455694,0.025504746,-0.023345336,-0.02625477,0.008211918,-0.03137232,0.00437949,0.014871095,-0.02666271
-0.0053853844,-0.026898028,-0.011493423,0.005268299,-0.0043190424,0.00092114584,-0.022533717,0.04511511,0.013554812,-0.027434994,0.015174329,0.022860713
0.03829087,0.039312504,0.038568,0.044695664,-0.00915637,0.0038378667,0.0087780235,0.0009155179,0.023254909,0.0018986322,0.0060836296,0.027345119
-0.084903814,-0.06471481,-0.08276327,-0.07404804,-0.04768223,-0.034913886,-0.051094316,-0.040945258,-0.06544576,-0.039565764,-0.018333016,-0.04267496
-0.0295714,-0.0071171336,0.00018787965,-0.035570696,-0.015638134,0.004800949,0.002644387,-0.027063685,-0.010283931,0.0008749383,-0.021327449,-0.026735824
-0.035228536,-0.006537542,-0.060838167,0.01654645,-0.015305406,0.020939076,0.0007114225,0.028354995,-0.005120863,0.02019236,-0.018282477,0.0041675717
0.031371396,-0.015405914,0.0069079986,0.03711932,-0.004786139,-0.009283762,-0.0071432004,0.046029788,0.0074843387,0.021318424,0.03833382,0.04562394
-0.03237659,-0.018983178,-0.0014549267,-0.018881299,-0.027641872,0.02850491,0.018166056,0.017338514,0.016417712,0.00041467597,-0.004943344,0.006199567
-0.016188296,0.020291932,-0.022907216,-0.0006566761,-0.01583009,0.016057149,-0.009674735,0.034273494,0.02008954,-0.029635936,0.0076945596,-0.023799026
